param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_348_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_349_anc_1-1,0.000003,0.000000,0.000000,0.000014
Q_ind_350_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_351_anc_1-1,0.000002,0.000000,0.000000,0.000014
Q_ind_352_anc_1-1,0.000003,0.000000,0.000000,0.000013
Q_ind_353_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_354_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_355_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_356_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_357_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_358_anc_1-1,0.000003,0.000000,0.000000,0.000013
Q_ind_359_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_360_anc_1-1,0.000012,0.000000,0.000000,0.000097
Q_ind_361_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_362_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_363_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_364_anc_1-1,0.000022,0.000000,0.000000,0.000304
Q_ind_365_anc_1-1,0.000008,0.000000,0.000000,0.000075
Q_ind_366_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_367_anc_1-1,0.000003,0.000000,0.000000,0.000010
Q_ind_368_anc_1-1,0.000004,0.000000,0.000000,0.000034
Q_ind_369_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_370_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_371_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_372_anc_1-1,0.000003,0.000000,0.000000,0.000014
Q_ind_373_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_374_anc_1-1,0.000003,0.000000,0.000000,0.000026
Q_ind_375_anc_1-1,0.000003,0.000000,0.000000,0.000019
Q_ind_376_anc_1-1,0.000001,0.000000,0.000000,0.000006
Q_ind_377_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_378_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_379_anc_1-1,0.000002,0.000000,0.000000,0.000008
Q_ind_380_anc_1-1,0.000003,0.000000,0.000000,0.000021
Q_ind_381_anc_1-1,0.000003,0.000000,0.000000,0.000012
Q_ind_382_anc_1-1,0.000002,0.000000,0.000000,0.000005
Q_ind_383_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_384_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_385_anc_1-1,0.000004,0.000000,0.000000,0.000036
Q_ind_386_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_387_anc_1-1,0.000003,0.000000,0.000000,0.000013
Q_ind_388_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_389_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_390_anc_1-1,0.000002,0.000000,0.000000,0.000014
Q_ind_391_anc_1-1,0.000371,0.000291,0.000000,0.001291
Q_ind_392_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_393_anc_1-1,0.000018,0.000000,0.000000,0.000249
Q_ind_394_anc_1-1,0.000004,0.000000,0.000000,0.000028
Q_ind_395_anc_1-1,0.000010,0.000000,0.000000,0.000119
